1805.00460v1 , VisDial , Visual dialog , arxiv_paper_20000
1804.05837v2 , monti2017geometric , Geometric deep learning on graphs and manifolds using mixture model cnns , arxiv_paper_1903
1909.03135v1 , peters-etal-2018-deep , Deep contextualized word representations , arxiv_paper_1911
1909.03135v1 , navigli2009word , Word sense disambiguation: A survey , arxiv_paper_1912
1907.01304v1 , shu2017fake , Fake news detection on social media: A data mining perspective , arxiv_paper_1913
1907.01304v1 , zubiaga18 , Detection and Resolution of Rumours in Social Media: A Survey , arxiv_paper_1915
1907.01304v1 , aker17 , Simple Open Stance Classification for Rumour Analysis , arxiv_paper_1917
1907.01304v1 , thesis-prep , Fake News Detection using Stance Classification: A Survey , arxiv_paper_1918
1604.03640v1 , pascanu2013construct , How to construct deep recurrent neural networks , arxiv_paper_1919
1604.03640v1 , eigen2013understanding , Understanding deep architectures using a recursive convolutional network , arxiv_paper_1921
1604.03640v1 , pinheiro2013recurrent , Recurrent convolutional neural networks for scene parsing , arxiv_paper_1922
1403.7550v3 , Sparks:2013:ICDM , MLI: An API for distributed machine learning , arxiv_paper_1934
1403.7550v3 , DBLP:journals/pvldb/LowGKBGH12 , Distributed GraphLab: A framework for machine learning in the cloud , arxiv_paper_1935
1806.03316v2 , Vinyals2016 , Matching networks for one shot learning , arxiv_paper_1947
1806.03316v2 , Andrychowicz2016 , Learning to learn by gradient descent by gradient descent , arxiv_paper_1950
1806.03316v2 , Graves2014 , Neural turing machines , arxiv_paper_1952
1806.03316v2 , vuorio2018meta , Meta continual learning , arxiv_paper_1956
1806.03316v2 , Szegedy2014 , Intriguing properties of neural networks , arxiv_paper_1958
1806.03316v2 , Goodfellow2015 , Explaining and harnessing adversarial examples , arxiv_paper_1959
1806.03316v2 , Huang2016 , Learning with a strong adversary , arxiv_paper_1961
1806.03316v2 , Kurakin2017 , Adversarial machine learning at scale , arxiv_paper_1964
1911.05978v1 , li2017learning , Learning structured semantic embeddings for visual recognition , arxiv_paper_1966
1909.13130v1 , feichtenhofer2018slowfast , Slowfast networks for video recognition , arxiv_paper_1967
1903.00395v1 , b13 , Improved training of wasserstein gans , arxiv_paper_1972
1811.12783v1 , Mairal2014a , Convolutional Kernel Networks , arxiv_paper_1976
1811.12783v1 , Anselmi2015a , On Invariance and Selectivity in Representation Learning , arxiv_paper_1977
1811.12783v1 , Mallat2012a , Group Invariant Scattering , arxiv_paper_1978
1811.12783v1 , Author2016 , A Probabilistic Framework for Deep Learning , arxiv_paper_1979
1810.00304v1 , liu2018mcn , Learning markov clustering networks for scene text detection , arxiv_paper_1993
1702.05860v2 , DBS17 , Computationally efficient robust estimation of sparse functionals , arxiv_paper_2003
1511.06432v4 , srivastava2015unsupervised , Unsupervised learning of video representations using lstms , arxiv_paper_2006
1910.08181v1 , byravan2017se3 , Se3-nets: Learning rigid body motion using deep neural networks , arxiv_paper_2025
1610.03577v3 , Whitehill:2012 , Discriminately decreasing discriminability with learned image filters , arxiv_paper_2050
1610.03577v3 , xiao2011differential , Differential privacy via wavelet transforms , arxiv_paper_2053
1906.05201v1 , rusu2016progressive , Progressive neural networks , arxiv_paper_2055
1906.05201v1 , golkar2019continual , Continual learning via neural pruning , arxiv_paper_2056
1906.05201v1 , vinyals2016matching , Matching networks for one shot learning , arxiv_paper_2060
1712.01261v2 , barron2015shape , Shape, illumination, and reflectance from shading , arxiv_paper_2062
1712.01261v2 , saito2016photorealistic , Photorealistic facial texture inference using deep neural networks , arxiv_paper_2065
1702.05413v1 , gonzalez07image , Image processing , arxiv_paper_2073
1912.08335v3 , wenzel2020good , How good is the Bayes posterior in deep neural networks really? , arxiv_paper_2088
1705.01020v1 , sennrich_haddow:16 , Linguistic input features improve neural machine translation , arxiv_paper_2091
1705.01020v1 , garcia_martinez_etal:16 , Factored neural machine translation , arxiv_paper_2093
1804.00863v3 , Rematas2016 , Deep reflectance maps , arxiv_paper_2106
1804.00863v3 , bell2015material , Material recognition in the wild with the materials in context database , arxiv_paper_2110
1804.00863v3 , lake2017building , Building machines that learn and think like people , arxiv_paper_2113
1804.00863v3 , jia2016dynamic , Dynamic filter networks , arxiv_paper_2115
1908.09419v1 , ji2017deep , Deep subspace clustering networks , arxiv_paper_2167
1908.09419v1 , zhang2019neural , Neural collaborative subspace clustering , arxiv_paper_2171
1708.03436v1 , miao2015neural , Neural variational inference for text processing , arxiv_paper_2190
1702.01841v3 , Chen:2016 , A thorough examination of the CNN/Daily Mail reading comprehension task , arxiv_paper_2192
1412.3161v1 , GoogleNet2014 , Going deeper with convolutions , arxiv_paper_2195
1811.09747v1 , paige2016inference , Inference networks for sequential Monte Carlo in graphical models , arxiv_paper_2207
1901.00171v2 , lu2013selective , Selective transfer learning for cross domain recommendation , arxiv_paper_2243
1905.03540v4 , Zhou2016 , Learning deep features for discriminative localization , arxiv_paper_2253
1505.05836v4 , ILSVRCarxiv14 , ImageNet Large Scale Visual Recognition Challenge , arxiv_paper_2255
1505.05836v4 , Hosang2015 , What makes for effective detection proposals? , arxiv_paper_2256
1502.07411v6 , Long_arxiv14 , Fully convolutional networks for semantic segmentation , arxiv_paper_2268
1809.00378v1 , davidson , Automated hate speech detection and the problem of offensive language , arxiv_paper_2270
1808.00118v1 , mokhov-phd-thesis-2013 , Intensional cyberforensics , arxiv_paper_2279
1909.12555v3 , khemakhem2019variational , Variational autoencoders and nonlinear ica: A unifying framework , arxiv_paper_2283
1909.06987v1 , rahman2014insight , An insight into the pull requests of github , arxiv_paper_2295
1911.00147v1 , chen2015webly , Webly supervised learning of convolutional networks , arxiv_paper_2305
1812.00929v1 , cogan , Coupled generative adversarial networks , arxiv_paper_2308
1611.07233v1 , Svoboda2016 , Compression Artifacts Removal Using Convolutional Neural Networks , arxiv_paper_2312
1907.11065v2 , kalchbrenner2014convolutional , A convolutional neural network for modelling sentences , arxiv_paper_2315
1907.11065v2 , devries2017improved , Improved regularization of convolutional neural networks with cutout , arxiv_paper_2316
1907.11065v2 , krueger2016zoneout , Zoneout: Regularizing rnns by randomly preserving hidden activations , arxiv_paper_2318
1907.11065v2 , ghiasi2018dropblock , Dropblock: A regularization method for convolutional networks , arxiv_paper_2319
1911.11988v1 , mirza2014conditional , Conditional generative adversarial nets , arxiv_paper_2320
1707.06971v1 , rush2015neural , A neural attention model for abstractive sentence summarization , arxiv_paper_2331
2001.01275v2 , kukavcka2017regularization , Regularization for deep learning: A taxonomy , arxiv_paper_2365
1608.06993v5 , cortes2016adanet , Adanet: Adaptive structural learning of artificial neural networks , arxiv_paper_2370
1810.08899v1 , Gong2014Compressing , Compressing deep convolutional networks using vector quantization , arxiv_paper_2388
1810.08899v1 , Li2016Pruning , Pruning filters for efficient convnets , arxiv_paper_2389
1810.08899v1 , Sau2016Deep , Deep model compression: Distilling knowledge from noisy teachers , arxiv_paper_2392
1909.13806v1 , bogunovic2018adversarially , Adversarially robust optimization with gaussian processes , arxiv_paper_2404
1711.11059v1 , xu2015empirical , Empirical evaluation of rectified activations in convolutional network , arxiv_paper_2411
1901.05219v1 , Doc2vec , Distributed representations of sentences and documents , arxiv_paper_2433
1901.05219v1 , FastSent , Learning distributed representations of sentences from unlabelled data , arxiv_paper_2436
1807.01202v2 , yu_seqgan:_2017 , SeqGAN: Sequence Generative Adversarial Nets with Policy Gradient , arxiv_paper_2438
1807.01202v2 , gulrajani_improved_2017 , Improved training of wasserstein gans , arxiv_paper_2439
1611.05358v2 , Sutskever14 , Sequence to sequence learning with neural networks , arxiv_paper_2453
1611.05358v2 , chan2015listen , Listen, attend and spell , arxiv_paper_2454
1801.08577v1 , zoph2016neural , Neural architecture search with reinforcement learning , arxiv_paper_2457
1801.08577v1 , baker2016designing , Designing neural network architectures using reinforcement learning , arxiv_paper_2458
1801.08577v1 , miikkulainen2017evolving , Evolving deep neural networks , arxiv_paper_2460
1801.08577v1 , negrinho2017deeparchitect , Deeparchitect: Automatically designing and training deep architectures , arxiv_paper_2463
1606.09388v3 , Combesetal2015b , Combinatorial Bandits Revisited , arxiv_paper_2464
1809.08625v2 , 6891162 , Bioinspired visual motion estimation , arxiv_paper_2469
1910.08681v2 , Szegedy_2013_arxiv , Intriguing properties of neural networks , arxiv_paper_2472
1910.08681v2 , MoosaviDezfooli2017UniversalAP , Universal adversarial perturbations , arxiv_paper_2473
1910.08681v2 , Dezfooli2016DeepFoolAS , Deepfool: A simple and accurate method to fool deep neural networks , arxiv_paper_2474
1910.08681v2 , CW_2017_SSP , Towards evaluating the robustness of neural networks , arxiv_paper_2475
1910.08681v2 , Papernot2016TheLO , The limitations of deep learning in adversarial settings , arxiv_paper_2476
1910.08681v2 , Wei2018SparseAP , Sparse adversarial perturbations for videos , arxiv_paper_2477
1910.08681v2 , Wei2019TransferableAA , Transferable adversarial attacks for image and video object detection , arxiv_paper_2478
1910.08681v2 , Cisse2017arxiv , Houdini: Fooling deep structured prediction models , arxiv_paper_2479
1910.08681v2 , Lin2017IJCAI , Tactics of adversarial attack on deep reinforcement learning agents , arxiv_paper_2480
1905.11912v2 , logeswaran2018sentence , Sentence ordering and coherence modeling using recurrent neural networks , arxiv_paper_2490
1805.08313v2 , HadfieldMARD17 , Inverse reward design , arxiv_paper_2496
1805.08313v2 , AminJS17 , Repeated inverse reinforcement learning , arxiv_paper_2498
1901.03353v1 , erhan2014deepmultibox , Scalable object detection using deep neural networks , arxiv_paper_2499
1901.03353v1 , liu2018pathnet , Path aggregation network for instance segmentation , arxiv_paper_2500
1811.07006v3 , garnelo2018neural , Neural processes , arxiv_paper_2505
1701.07266v1 , samworth , Optimal weighted nearest neighbour classifiers , arxiv_paper_2506
1907.10371v1 , Qin , Automatic article commenting: the task and dataset , arxiv_paper_2508
1805.01086v1 , kim:2014:EMNLP2014 , Convolutional neural networks for sentence classification , arxiv_paper_2509
1911.06998v1 , shen2015shadow , Shadow optimization from structured deep edge detection , arxiv_paper_2511
1809.00916v3 , cordts2016cityscapes , The cityscapes dataset for semantic urban scene understanding , arxiv_paper_2521
1809.00916v3 , vaswani2017attention , Attention is all you need , arxiv_paper_2523
1809.00916v3 , fu2018dual , Dual attention network for scene segmentation , arxiv_paper_2525
1812.00491v1 , wrenninge2018synscapes , Synscapes: A photorealistic synthetic dataset for street scene parsing , arxiv_paper_2527
1506.06155v2 , denil2013narrowing , Narrowing the gap: Random forests in theory and in practice , arxiv_paper_2536
1902.03876v1 , sablayrolles2017should , How should we evaluate supervised hashing? , arxiv_paper_2540
1905.04919v2 , dikov2019bayesian , Bayesian learning of neural network architectures , arxiv_paper_2550
1805.12167v1 , kohli16 , Hierarchical representation learning for kinship verification , arxiv_paper_2558
1802.04376v1 , matchingnets , Matching networks for one shot learning , arxiv_paper_2563
1511.06807v1 , neal2011mcmc , MCMC using Hamiltonian dynamics , arxiv_paper_2567
1909.02466v2 , MetaAnchor2018 , Metaanchor: Learning to detect objects with customized anchors , arxiv_paper_2582
1909.02466v2 , GuidedAnchoring , Region proposal by guided anchoring , arxiv_paper_2583
1909.02466v2 , IoU-Net18 , Acquisition of localization confidence for accurate object detection , arxiv_paper_2584
1912.00314v1 , GuidottiSurvey2018 , A survey of methods for explaining black box models , arxiv_paper_2595
1912.00314v1 , Ribeiro2016a , "why should i trust you?": Explaining the predictions of any classifier , arxiv_paper_2597
1706.00909v1 , doersch , Unsupervised visual representation learning by context prediction , arxiv_paper_2616
1706.00909v1 , videolstm , Unsupervised learning of video representations using lstms , arxiv_paper_2617
1706.00909v1 , igan , Improved techniques for training gans , arxiv_paper_2618
1506.01367v1 , MV10 , Settling the polynomial learnability of mixtures of Gaussians , arxiv_paper_2627
